uuid,adm4_pcode,date,college_nearest,community_centre_nearest,school_nearest,shelter_nearest,town_hall_nearest,university_nearest,location1.adm4_en,location1.brgy_total_area
osmpa000677,ph063022202,01/01/2020,341.3543074,0,51.95692993,803.9407971,562.129124,452.1799283,Rizal (La Paz),0.0778
osmpa000678,ph063022088,01/01/2020,278.1767622,192.6829075,140.2037435,961.12873,79.27578251,722.7847164,Lapuz Sur,0.1232
osmpa000665,ph063022107,01/01/2020,708.1824759,1065.429711,0,186.6692017,161.1134982,1468.564479,Maria Clara,0.0596
osmpa000544,ph063022024,01/01/2020,105.9092904,2466.321442,0,233.37997,1612.369528,3231.953938,Buhang,1.3994
osmpa000664,ph063022031,01/01/2020,2851.19418,630.9254337,0,2576.452849,940.2987091,2983.411431,Calaparan,0.3253
osmpa000662,ph063022192,01/01/2020,20.44002938,644.9803992,301.7644244,1027.111984,1521.006901,76.53352901,West Timawa,0.1052
osmpa0005e1,ph063022195,01/01/2020,956.2487921,1194.350134,0,310.2105981,515.817891,1942.776786,Zamora-Melliza,0.1539
osmpa0005e2,ph063022104,01/01/2020,550.9014236,355.2842011,98.19836646,995.3961414,986.7774767,245.3317679,Malipayon-Delgado,0.0245
osmpa0005e3,ph063022051,01/01/2020,51.50746705,381.14841,0,398.8211084,168.8682534,2546.740684,Dungon B,0.5315
osmpa0005e4,ph063022065,01/01/2020,678.6494716,575.7373003,326.2170191,1034.05437,992.0940052,853.7714794,Habog-Habog Salvacion,0.1306
osmpa0005e5,ph063022128,01/01/2020,573.6824926,444.151762,158.5932258,344.8621814,494.9859212,2417.745407,Phhc Block 22 Nha,0.1994
osmpa0005e6,ph063022076,01/01/2020,207.2543202,877.7083159,59.47029103,1211.256509,1932.836896,223.8162186,Javellana,0.0294
osmpa0005e7,ph063022056,01/01/2020,368.0438392,1062.219091,15.71835777,275.2905398,415.8337378,1624.851253,Fajardo,0.0566
osmpa0005e8,ph063022019,01/01/2020,1532.592005,4094.226178,0,976.1399883,902.5998653,4028.368148,Bito-On,1.6052
osmpa0005e9,ph063022129,01/01/2020,457.2347181,354.4589075,267.55238,791.2780355,1253.251369,557.9287618,Poblacion Molo,0.066
osmpa0005ea,ph063022173,01/01/2020,1309.483124,441.928912,110.9141906,506.0500446,509.6647627,1357.412294,South San Jose,0.2666
osmpa0005eb,ph063022087,01/01/2020,1034.317178,490.3191139,219.32316,1183.495347,249.745583,1562.681178,Lapuz Norte,0.3448
osmpa0005ec,ph063022101,01/01/2020,53.36796234,420.4172214,0,863.9482701,1217.085574,0,Magdalo,0.1045
osmpa0005ed,ph063022086,01/01/2020,1559.757103,3118.493216,0,2321.45829,898.5153372,4948.387299,Lanit,2.4507
osmpa0005ee,ph063022050,01/01/2020,0,590.5693595,0,63.93856894,0,2102.550701,Dungon A,0.2111
osmpa00065d,ph063022200,01/01/2020,350.9920964,615.9273453,396.7273078,908.2130272,400.9374067,854.8116663,San Jose (City Proper),0.0304
osmpa00065e,ph063022135,01/01/2020,356.8555528,1324.598619,0,784.6406962,1723.910951,2171.34886,Quintin Salas,0.8159
osmpa00065f,ph063022017,01/01/2020,531.7436735,774.0983429,161.4764696,1220.803785,842.8346297,368.745705,Baybay Tanza,0.2543
osmpa000660,ph063022120,01/01/2020,1679.237814,0,0,0,1619.325328,2319.240489,Oñate De Leon,0.5055
osmpa000661,ph063022007,01/01/2020,449.318491,796.0776927,77.81731563,404.8717068,290.1774037,1466.549341,Arsenal Aduana,0.0773
osmpa000663,ph063022049,01/01/2020,484.9885595,133.2080128,190.2518045,637.0196028,559.860398,2911.529425,Dungon,0.9518
osmpa000543,ph063022030,01/01/2020,2281.409121,179.9184536,0,594.0782579,1684.326377,2507.19355,Calahunan,1.6467
osmpa0005dc,ph063022096,01/01/2020,648.5436753,114.7198595,0,1371.877642,762.6718843,480.0620246,Lopez Jaena Sur,0.2285
osmpa000541,ph063022074,01/01/2020,564.2509633,431.3190282,0,1076.752523,745.1776895,448.9756265,Jalandoni-Wilson,0.0601
osmpa000396,ph063022188,01/01/2020,1476.421854,1591.671244,78.57772942,682.3476641,940.1287259,2371.851073,Veterans Village,0.2329
osmpa000398,ph063022168,01/01/2020,4270.730061,0,0,3768.676462,159.3043402,4386.037707,Santo Niño Sur,0.9807
osmpa000399,ph063022069,01/01/2020,328.5210023,369.9185419,224.9324407,973.2811837,585.9023249,648.5290961,Hipodromo,0.0535
osmpa00039a,ph063022169,01/01/2020,1106.23261,1456.962614,0,370.0121006,668.4168114,2105.407242,Santo Rosario-Duran,0.1146
osmpa00040a,ph063022124,01/01/2020,249.7044655,782.2448101,28.55899797,896.0481561,1525.480234,498.8809173,Our Lady Of Lourdes,0.2331
osmpa00040b,ph063022091,01/01/2020,758.8491565,1436.442677,19.64116128,515.9099255,696.6105987,1455.408325,"Libertad, Santa Isabel",0.0458
osmpa00040c,ph063022139,01/01/2020,116.1630176,167.1070693,51.75039111,735.3369227,942.9333157,162.1950887,Railway,0.0664
osmpa00040d,ph063022117,01/01/2020,1484.368631,728.6285985,0,978.5443096,0,1571.786375,North Fundidor,0.6989
osmpa00040e,ph063022121,01/01/2020,1675.192702,1264.491636,0,1417.220767,802.0933478,2328.391115,Obrero-Lapuz,0.3138
osmpa00040f,ph063022062,01/01/2020,490.7964024,674.5047374,223.7116138,1052.619784,565.9188844,714.3074257,Gloria,0.0235
osmpa000410,ph063022170,01/01/2020,670.1250238,1179.128153,232.6131102,862.0946183,892.8095754,1736.66238,Simon Ledesma,0.06
osmpa000411,ph063022093,01/01/2020,177.2228722,798.1330164,108.1084208,511.9071147,451.1623119,2070.156241,Lopez Jaena (Jaro),0.048
osmpa000412,ph063022157,01/01/2020,0,344.6024697,0,735.3369227,1088.925675,40.57707672,San Nicolas,0.1468
osmpa000413,ph063022073,01/01/2020,593.9068309,208.9985085,0,1241.789497,15.07104081,1099.099458,Jalandoni Estate-Lapuz,0.1296
osmpa000414,ph063022106,01/01/2020,544.1199177,1263.39932,363.3321946,1354.125648,1542.657243,547.8874277,Marcelo H. Del Pilar,0.2982
osmpa000415,ph063022171,01/01/2020,2489.769188,0,240.7187831,1422.932785,487.0503671,2486.115599,So-Oc,2.2546
osmpa000416,ph063022094,01/01/2020,1293.213947,492.5523441,46.78226147,1542.728753,439.9464809,1208.170454,Loboc-Lapuz,1.4025
osmpa000417,ph063022021,01/01/2020,196.1002086,390.726699,0,542.0010099,1262.146499,499.851396,Bolilao,0.3538
osmpa000418,ph063022005,01/01/2020,585.1159964,15.34368786,28.49299621,1258.150712,342.3849728,910.5572727,Alalasan Lapuz,0.0729
osmpa000395,ph063022071,01/01/2020,213.8549122,562.0639824,320.952163,1200.035042,1420.843999,40.01594009,Infante,0.0897
osmpa000419,ph063022156,01/01/2020,1004.804131,986.5373083,0,1452.769246,795.6511619,1170.288371,San Juan,0.3183
osmpa000394,ph063022115,01/01/2020,1352.464642,90.20466241,0,180.1061853,896.821675,1308.695757,Navais,1.2421
osmpa000392,ph063022043,01/01/2020,425.6162839,195.1859591,108.0515443,856.6456877,1119.793816,64.98693714,Mabolo-Delgado,0.0524
osmpa00067a,ph063022075,01/01/2020,499.6936996,363.7211178,196.9624947,975.7200106,776.6998103,457.7902327,Delgado-Jalandoni-Bagumbayan,0.0235
osmpa000542,ph063022014,01/01/2020,858.0393802,0,0,1411.735148,475.388782,910.1342111,Sinikway (Bangkerohan Lapuz),0.081
osmpa000381,ph063022084,01/01/2020,270.0670166,939.1795358,111.6447069,1202.675612,1417.004343,417.0122863,Our Lady Of Fatima,0.1906
osmpa000382,ph063022081,01/01/2020,254.0690662,604.8903484,162.8078191,632.2117183,52.68879522,1171.070345,Kauswagan,0.0434
osmpa000383,ph063022178,01/01/2020,818.8167761,68.91112624,0,108.2944194,732.515729,1926.480777,Abeto Mirasol Taft South (Quirino Abeto),0.544
osmpa000384,ph063022189,01/01/2020,492.422668,0,0,590.4656348,853.319494,337.91643,Villa Anita,0.1176
osmpa000385,ph063022064,01/01/2020,1273.412539,128.0063659,212.3590973,0,1298.57069,2808.323589,Guzman-Jesena,0.8889
osmpa000386,ph063022033,01/01/2020,936.3771165,3008.685952,67.20608047,1315.493863,1072.561561,4272.697579,Camalig,0.5585
osmpa000387,ph063022080,01/01/2020,826.1955648,169.4529722,82.30025151,630.9910025,1007.849146,891.4366306,Katilingban,0.0484
osmpa000388,ph063022097,01/01/2020,822.1215505,1471.282746,65.30825751,956.7160799,1157.336525,951.8877738,Luna (Jaro),0.0387
osmpa000389,ph063022154,01/01/2020,108.6407452,770.2339172,88.65815404,1118.317958,1903.704754,240.4892114,San Jose (Jaro),0.038
osmpa00038a,ph063022041,01/01/2020,534.643429,1409.473134,118.633512,1005.80704,1445.945035,600.0335717,Cubay,1.0505
osmpa00038b,ph063022186,01/01/2020,344.1732613,500.5667089,159.135913,1153.831391,1207.308517,30.80753124,Timawa Tanza Ii,0.0446
osmpa00038c,ph063022161,01/01/2020,348.3856672,876.4396402,158.3807228,700.2902951,658.2401911,1998.197718,San Roque,0.0545
osmpa00038d,ph063022023,01/01/2020,4650.573312,346.5224264,41.0462163,3867.631344,405.2261458,4722.407633,Bonifacio (Arevalo),0.3728
osmpa00038e,ph063022060,01/01/2020,2048.700161,942.4734008,58.01688083,1566.525507,21.51435303,2186.418448,South Fundidor,0.7899
osmpa00038f,ph063022159,01/01/2020,236.5386611,993.771438,40.72136055,1377.807786,2003.575407,219.4617071,San Pedro (Jaro),0.0616
osmpa000390,ph063022181,01/01/2020,833.7421342,0,0,342.1292965,1232.974966,806.0447288,Tap-Oc,0.0601
osmpa000391,ph063022011,01/01/2020,939.5232871,3310.99057,0,950.4744402,449.6827484,4062.315759,Balantang,1.9534
osmpa000393,ph063022177,01/01/2020,1000.418342,947.2731515,558.899633,1890.00493,671.8588923,3062.321951,Tacas,3.6503
osmpa00041a,ph063022201,01/01/2020,431.7948321,1080.669393,0,1129.893318,1819.716675,525.8064689,Tabuc Suba (La Paz),0.9401
osmpa000397,ph063022045,01/01/2020,1022.07332,1151.89709,94.94665565,692.9471171,917.9731056,1323.011926,Desamparados,0.0271
osmpa0004b8,ph063022182,01/01/2020,799.556606,1134.946279,0,466.7559131,698.5848728,1458.027945,Taytay Zone Ii,0.0576
osmpa0004a6,ph063022035,01/01/2020,166.7174689,829.8817377,429.4762199,1326.374729,1590.06726,277.6230241,Cochero,0.0588
osmpa0004a7,ph063022029,01/01/2020,645.1336857,865.3814302,110.0565355,1755.22109,1525.197477,605.9485792,Caingin,0.2427
osmpa0004a8,ph063022194,01/01/2020,3597.234672,117.1942209,0,3069.302237,145.2475238,3705.350135,Yulo Drive,0.5085
osmpa0004a9,ph063022144,01/01/2020,648.5196752,245.8464535,0,1304.634644,0,3396.116578,Sambag,1.2658
osmpa0004aa,ph063022095,01/01/2020,549.1258212,534.7328939,48.78439762,1358.302517,1280.190321,299.2554343,Lopez Jaena Norte,0.1136
osmpa0004ab,ph063022164,01/01/2020,4088.783383,12.63346547,54.77499168,3268.111026,0,4150.446755,Santa Filomena,0.3493
osmpa0004ac,ph063022158,01/01/2020,365.3753263,63.16179658,6.231637485,356.6918728,1319.228777,247.2558087,San Pedro (Molo),0.2501
osmpa0004ae,ph063022114,01/01/2020,248.2483335,86.09767983,0,0,687.1488444,97.53964538,Nabitasan,0.795
osmpa0004af,ph063022183,01/01/2020,1076.224541,924.2856371,0,1961.539241,1533.200322,1005.571641,Ticud (La Paz),1.1731
osmpa0004b0,ph063022099,01/01/2020,0,244.8516874,0,1018.205404,1064.859787,3.639567062,Burgos-Mabini-Plaza,0.2388
osmpa0004b1,ph063022077,01/01/2020,104.5232174,821.2213581,172.6574283,1358.713905,1645.58924,192.1256244,Jereos,0.177
osmpa0004b2,ph063022123,01/01/2020,509.3245649,822.125489,442.0099973,674.7318449,223.0531215,1064.066943,Osmeña,0.0313
osmpa0004b3,ph063022150,01/01/2020,286.0332026,97.37016218,0,702.9729073,1210.441942,0,San Felix,0.0974
osmpa0004b4,ph063022122,01/01/2020,790.8915239,1147.034361,0,0,297.7472095,1729.758556,Ortiz,0.0962
osmpa0004b5,ph063022038,01/01/2020,1326.59341,1257.837929,155.2802467,791.4707677,633.5859715,2112.069996,Concepcion-Montes,0.2205
osmpa0004b6,ph063022196,01/01/2020,1036.838941,0,33.70269295,8.511201743,1015.857242,2625.354587,Pale Benedicto Rizal (Mandurriao),0.3526
osmpa0004b7,ph063022167,01/01/2020,3529.584058,448.1279164,411.2986565,3148.252555,701.7864587,3655.479726,Santo Niño Norte,0.1965
osmpa00041b,ph063022022,01/01/2020,706.0509074,774.2805165,92.34357849,1393.728901,964.7663876,457.6487402,Bonifacio Tanza,0.0428
osmpa000540,ph063022034,01/01/2020,1020.565582,1401.449143,44.47583179,694.3909313,917.8388149,1331.150919,El 98 Castilla (Claudio Lopez),0.0161
osmpa0004a5,ph063022134,01/01/2020,3556.483623,0,0,2919.760463,161.7150316,3649.533467,Quezon,0.1627
osmpa0004a4,ph063022160,01/01/2020,524.1281337,61.65117522,0,329.5769598,1207.017623,265.1577736,San Rafael,1.593
osmpa0004ad,ph063022197,01/01/2020,653.349961,720.7755977,47.72033947,1194.651932,739.4970471,520.706453,Kahirupan,0.0299
osmpa0004a2,ph063022132,01/01/2020,408.7672802,554.3234824,33.98791782,600.8019163,79.37366788,1151.978301,Progreso-Lapuz,0.2741
osmpa00041c,ph063022025,01/01/2020,702.1678449,133.8939059,171.2331301,369.4409744,576.3563489,1389.75979,Buhang Taft North,0.3304
osmpa0004a3,ph063022085,01/01/2020,190.5389452,8.629549708,0,694.9692818,640.2786215,348.0989287,Laguda,0.0537
osmpa00041e,ph063022126,01/01/2020,706.3656049,957.0760172,439.1497031,747.2267545,374.083209,971.1558173,Rizal Palapala Ii,0.028
osmpa00041f,ph063022137,01/01/2020,791.1894825,806.4172947,110.8984232,1185.498696,751.0684966,610.6349346,Rizal Estanzuela,0.0351
osmpa000494,ph063022118,01/01/2020,469.3661232,913.7708588,421.040437,1542.734366,1353.212082,452.7903981,North Baluarte,0.1259
osmpa000495,ph063022015,01/01/2020,0,0,0,282.0591879,984.2863481,0,Bantud,0.1261
osmpa000496,ph063022152,01/01/2020,2675.599162,1871.093377,245.104988,2058.115951,1884.650383,5152.10475,Hibao-An Norte,0.88
osmpa000497,ph063022040,01/01/2020,195.1750031,970.255494,0,0,111.1858056,1455.271979,Cuartero,0.2656
osmpa000498,ph063022020,01/01/2020,1178.975453,1027.610595,294.2098471,897.2856333,451.4275217,1944.744882,Monica Blumentritt,0.0626
osmpa000499,ph063022109,01/01/2020,5520.084846,1230.878305,485.5106593,4581.195377,543.4522027,5562.226398,Mohon,0.1506
osmpa00041d,ph063022001,01/01/2020,5223.833341,342.5954503,45.61468954,4378.310136,0,5285.441107,Santa Cruz,0.5633
osmpa00049b,ph063022149,01/01/2020,787.7554713,424.273085,0,861.0419191,529.7509366,899.2861729,San Antonio,0.2179
osmpa00049c,ph063022052,01/01/2020,231.8280212,826.2765079,482.6769225,1230.890529,1497.619691,424.7549691,East Baluarte,0.0931
osmpa00049d,ph063022138,01/01/2020,626.0201765,957.1206438,234.0558038,469.3417567,128.7195326,1278.870348,Rizal Ibarra,0.0291
osmpa00049e,ph063022176,01/01/2020,790.1732422,117.2621569,0,0,1259.989997,647.9328501,Tabucan,0.3465
osmpa00049f,ph063022179,01/01/2020,1913.643415,4255.343857,0,1974.076556,0,5095.125538,Tagbac,1.3724
osmpa0004a0,ph063022054,01/01/2020,11.83687186,332.4723928,0,836.3981758,309.5026931,988.5010362,Edganzon,0.1033
osmpa0004a1,ph063022092,01/01/2020,681.9135958,553.3267518,27.69464491,1168.852374,0,1370.429642,Libertad-Lapuz,0.0383
osmpa00049a,ph063022110,01/01/2020,717.5101315,1087.239888,298.7046469,1524.303842,1390.822589,887.4526154,Molo Boulevard,0.2428
osmpa000cb0,ph063022193,01/01/2019,324.3346396,619.8990577,8.513938222,748.5948257,287.0561081,1292.543357,Yulo-Arroyo,0.0373
osmpa000caf,ph063022078,01/01/2019,822.8744273,692.6360011,182.6118683,468.8072069,701.7241944,1496.26487,Calubihan,0.0345
osmpa000cae,ph063022008,01/01/2019,939.4487919,146.2159122,97.58547451,603.1812773,629.5503116,988.8548371,North Avanceña,0.0975
osmpa000c3d,ph063022131,01/01/2019,26.34494523,147.4261361,101.6295244,937.3472495,0,497.0972074,President Roxas,0.1974
osmpa000c3e,ph063022102,01/01/2019,275.9486206,640.3837883,43.12966271,497.2345238,22.59993245,1327.968332,Magsaysay,0.0723
osmpa000cb1,ph063022006,01/01/2019,207.6986853,360.0343502,153.1608125,384.9287881,368.7076508,1489.213865,Arguelles,0.1224
osmpa000c3c,ph063022012,01/01/2019,978.2507928,494.1703891,26.65941134,2353.548503,1034.761452,829.7949728,Baldoza,0.3225
osmpa000c3f,ph063022172,01/01/2019,498.0756209,1033.700075,768.4368664,1457.829307,1678.091239,702.0740083,South Baluarte,0.0967
osmpa000cb2,ph063022016,01/01/2019,1541.683642,2179.952495,0,2878.516294,2835.474776,1645.689878,Banuyao,0.5619
osmpa000cb6,ph063022113,01/01/2019,828.585805,1053.264805,97.07467623,350.2720052,0,1747.389313,Muelle Loney-Montes,0.0873
osmpa000cb4,ph063022028,01/01/2019,993.7602726,919.2917514,80.10249701,722.1168361,930.9407608,1245.343355,Seminario (Burgos Jalandoni),0.0489
osmpa000cb5,ph063022140,01/01/2019,262.0086622,602.5048642,331.3437559,760.3314207,223.0930895,1008.81644,Roxas Village,0.0382
osmpa000cb7,ph063022191,01/01/2019,610.7966735,931.8551942,517.2770634,1371.426305,1284.15135,801.7068356,West Habog-Habog,0.0667
osmpa000cb8,ph063022047,01/01/2019,862.3960053,205.5256836,88.16771814,1564.667704,266.6499972,1046.664262,Don Esteban-Lapuz,0.2527
osmpa000cb9,ph063022136,01/01/2019,699.8179763,1007.973382,425.1068421,633.3600615,290.664761,1212.510178,Rima-Rizal,0.0141
osmpa000cba,ph063022096,01/01/2019,648.5436753,114.7198595,0,2054.86079,762.6718843,480.0620246,Lopez Jaena Sur,0.2285
osmpa000cbb,ph063022089,01/01/2019,961.2579607,721.2583748,261.3897997,942.7529634,103.4035994,1636.663453,Legaspi Dela Rama,0.1168
osmpa000c3b,ph063022032,01/01/2019,1527.719691,1133.462277,0,1598.552599,571.0374681,1672.180639,Calumpang,0.8811
osmpa000cb3,ph063022026,01/01/2019,2799.617426,5178.626373,277.9835068,5810.612723,233.9472409,5678.571034,Buntatala,1.5114
osmpa000c3a,ph063022165,01/01/2019,255.2589841,174.034271,211.8325509,155.2689154,169.0471277,1974.6423,Santa Rosa,0.3812
osmpa000c25,ph063022119,01/01/2019,1029.469293,95.54642683,96.29381348,342.3589795,910.431764,1049.311954,North San Jose,0.1353
osmpa000c38,ph063022148,01/01/2019,153.1865379,0,0,1207.282443,590.0656967,495.2807088,San Agustin,0.189
osmpa000cbc,ph063022100,01/01/2019,362.7383815,116.6682922,170.8071169,1970.987893,776.2091584,430.2777348,Macarthur,0.0442
osmpa000c26,ph063022112,01/01/2019,0,528.6020783,29.33270433,1651.80299,1738.727878,321.7656256,Montinola,0.1257
osmpa000c27,ph063022048,01/01/2019,2837.098479,217.5804495,159.5729279,2132.80967,710.7440572,2934.543822,Dulonan,0.6855
osmpa000c28,ph063022018,01/01/2019,864.6171266,948.4844715,198.8784405,773.1495222,960.3867977,958.7705656,Benedicto (Jaro),0.1725
osmpa000c29,ph063022068,01/01/2019,1799.433798,2647.974856,175.0336526,3440.685027,2319.522341,2345.000959,Hinactacan,1.9748
osmpa000c2a,ph063022108,01/01/2019,481.0967807,651.9329795,310.7091699,631.1267406,661.4364634,1772.239248,Maria Cristina,0.0555
osmpa000c2b,ph063022125,01/01/2019,732.5715346,897.3649634,273.1956686,1020.666209,591.7125462,809.1151701,Rizal Palapala I,0.0201
osmpa000c2c,ph063022174,01/01/2019,48.77048864,452.3263865,0,749.5170613,1532.817448,0,Taal,0.3282
osmpa000c2d,ph063022105,01/01/2019,1632.3898,1144.625791,17.26453299,1495.621168,755.9188489,2217.317625,Mansaya-Lapuz,0.1597
osmpa000c2e,ph063022098,01/01/2019,0,1687.19799,0,2332.971605,2064.850282,2935.390598,M. V. Hechanova,0.8256
osmpa000c2f,ph063022053,01/01/2019,0,557.9013267,181.5091771,991.1984453,1504.554409,0,East Timawa,0.0647
osmpa000c30,ph063022010,01/01/2019,350.515709,2000.67242,0,1976.640726,1705.601039,1693.056491,Balabago,2.4307
osmpa000c31,ph063022116,01/01/2019,508.8186113,838.8772783,80.40047912,364.3202125,0,1226.090205,Nonoy,0.0771
osmpa000c32,ph063022079,01/01/2019,457.2347181,514.8957521,431.6055547,944.8534376,1325.571021,561.1510153,Kasingkasing,0.0777
osmpa000c33,ph063022055,01/01/2019,593.1878037,399.5016686,0,1512.183985,989.3659626,287.9030159,Tanza-Esperanza,0.0561
osmpa000c34,ph063022042,01/01/2019,0,244.743575,101.5817422,970.8898617,118.9536537,438.6535905,Danao,0.1989
osmpa000c35,ph063022127,01/01/2019,563.8509115,325.1542126,239.7811116,267.3025289,556.7022321,2730.98188,Phhc Block 17,0.137
osmpa000c36,ph063022187,01/01/2019,1399.680792,988.3082172,357.3955712,2173.3779,266.4358561,4115.610381,Ungka,0.7416
osmpa000c37,ph063022063,01/01/2019,295.6386719,648.9187759,66.39345837,2516.658507,1448.548528,221.7655044,Gustilo,0.1149
osmpa000c39,ph063022155,01/01/2019,3088.474248,231.7322882,0,2223.604577,168.1640288,3134.771064,San Jose (Arevalo),0.6191
osmpa000cbd,ph063022090,01/01/2019,156.6831937,332.3379604,281.5095232,1012.864164,442.1664599,818.0083321,Liberation,0.0489
osmpa000d57,ph063022057,01/01/2019,546.7736224,822.2140555,241.2820503,847.0294892,401.4883373,770.4641664,Flores,0.0383
osmpa000cbf,ph063022195,01/01/2019,956.2487921,1194.350134,0,310.2105981,104.6499351,1942.776786,Zamora-Melliza,0.1539
osmpa000d45,ph063022067,01/01/2019,1760.804243,799.9072315,0,887.4570438,1060.483461,3883.077566,Hibao-An Sur,2.1605
osmpa000d46,ph063022072,01/01/2019,1922.818277,1192.952346,0,2633.158877,1510.830767,1762.489366,Ingore,2.832
osmpa000d47,ph063022070,01/01/2019,407.1237065,18.80023308,24.72260277,1307.181784,931.0823027,41.62656625,Inday,0.1466
osmpa000d48,ph063022198,01/01/2019,106.8715429,212.8508691,56.08393994,1812.717424,665.5187075,100.131811,Luna (La Paz),0.1097
osmpa000d49,ph063022133,01/01/2019,462.379691,262.1820061,16.28733653,1369.860307,195.7298198,1008.615737,Punong-Lapuz,0.0521
osmpa000d4a,ph063022103,01/01/2019,0,52.49833391,0,1748.982797,1269.718263,166.5028932,Magsaysay Village,0.2994
osmpa000d4b,ph063022004,01/01/2019,1412.532547,0,271.8404551,193.0939744,1308.301383,1339.260964,Airport (Tabucan Airport),1.0117
osmpa000d4c,ph063022036,01/01/2019,1213.841101,838.4613841,173.407587,1273.521071,298.894629,1359.950373,Compania,0.2227
osmpa000d4d,ph063022163,01/01/2019,599.3982338,1124.68608,281.7346262,918.1068712,1136.219822,856.2742725,San Vicente,0.1289
osmpa000d4e,ph063022009,01/01/2019,641.3313055,876.7156777,265.9479105,796.6112621,1029.42716,1001.981147,Bakhaw,0.2456
osmpa000d4f,ph063022166,01/01/2019,4611.765054,956.9337422,0,3762.557524,432.8142672,4670.265508,Santo Domingo,0.4078
osmpa000d50,ph063022151,01/01/2019,0,0,0,439.7941787,150.6201924,2230.883983,San Isidro (Jaro),1.5071
osmpa000d51,ph063022046,01/01/2019,477.018352,162.9483851,0,1970.987893,776.2091584,430.2749034,Divinagracia,0.0896
osmpa000d52,ph063022061,01/01/2019,1097.978832,1453.130259,17.75758972,97.54925947,247.4576702,2014.705288,General Hughes-Montes,0.0908
osmpa000d53,ph063022146,01/01/2019,0,63.38726497,0,1097.423456,334.4308163,446.1191474,Sampaguita,0.1348
osmpa000d54,ph063022185,01/01/2019,370.5113032,644.2985982,288.1393986,1678.023934,1316.155072,167.4090785,Timawa Tanza I,0.0181
osmpa000d55,ph063022202,01/01/2019,341.3543074,0,51.95692993,1788.775886,562.129124,452.1799283,Rizal (La Paz),0.0778
osmpa000d56,ph063022088,01/01/2019,278.1767622,192.6829075,140.2037435,1229.422994,79.27578251,722.7847164,Lapuz Sur,0.1232
osmpa000c24,ph063022175,01/01/2019,346.4049969,737.4490399,0,826.8584155,753.9050079,1067.328991,Tabuc Suba (Jaro),1.2941
osmpa000d44,ph063022044,01/01/2019,758.3317855,824.4674606,265.0360448,719.2563842,835.8364761,1476.301378,Democracia,0.0722
osmpa000cbe,ph063022003,01/01/2019,557.2714667,152.6017742,114.6795246,1756.700585,600.1594748,655.2730494,Aguinaldo,0.0652
osmpa000d43,ph063022107,01/01/2019,708.1824759,1065.429711,0,186.6692017,76.14676286,1468.564479,Maria Clara,0.0596
osmpa000d41,ph063022049,01/01/2019,484.9885595,133.2080128,190.2518045,637.0196028,559.860398,2920.670562,Dungon,0.9518
osmpa000cc0,ph063022104,01/01/2019,550.9014236,355.2842011,98.19836646,1537.816681,986.7774767,245.3317679,Malipayon-Delgado,0.0245
osmpa000cc1,ph063022051,01/01/2019,51.50746705,180.1435002,0,398.8211084,168.8682534,2555.379777,Dungon B,0.5315
osmpa000cc2,ph063022065,01/01/2019,678.6494716,575.7373003,488.4909583,1034.05437,992.0940052,853.7714794,Habog-Habog Salvacion,0.1306
osmpa000cc3,ph063022128,01/01/2019,573.6824926,444.151762,172.6323244,344.8621814,494.9859212,2427.368115,Phhc Block 22 Nha,0.1994
osmpa000cc4,ph063022076,01/01/2019,207.2543202,877.7083159,59.51173401,1706.702647,1932.836896,228.185563,Javellana,0.0294
osmpa000cc5,ph063022056,01/01/2019,368.0438392,405.2033383,15.71835777,275.2905398,415.8337378,1632.954844,Fajardo,0.0566
osmpa000cc6,ph063022019,01/01/2019,1532.592005,4094.226178,0,4343.858227,902.5998653,4020.440228,Bito-On,1.6052
osmpa000cc7,ph063022129,01/01/2019,457.2347181,354.4589075,267.55238,791.2780355,1253.251369,557.9287618,Poblacion Molo,0.066
osmpa000cc8,ph063022173,01/01/2019,1309.483124,441.928912,426.6516402,506.0500446,509.6647627,1357.412294,South San Jose,0.2666
osmpa000cc9,ph063022087,01/01/2019,1034.317178,490.3191139,219.32316,1183.495347,249.745583,1562.681178,Lapuz Norte,0.3448
osmpa000cca,ph063022101,01/01/2019,53.36796234,420.4172214,0,1979.39876,1217.085574,0,Magdalo,0.1045
osmpa000ccb,ph063022086,01/01/2019,1559.757103,3118.493216,0,4071.856537,898.5153372,4948.834644,Lanit,2.4507
osmpa000ccc,ph063022050,01/01/2019,0,0,0,63.93856894,0,2110.331986,Dungon A,0.2111
osmpa000d3b,ph063022200,01/01/2019,350.9920964,615.9273453,396.7273078,908.2130272,400.9374067,854.8116663,San Jose (City Proper),0.0304
osmpa000d3c,ph063022135,01/01/2019,356.8555528,1324.598619,0,1718.828044,1723.910951,2172.957287,Quintin Salas,0.8159
osmpa000d3d,ph063022017,01/01/2019,531.7436735,774.0983429,161.4764696,1220.803785,842.8346297,368.745705,Baybay Tanza,0.2543
osmpa000d3e,ph063022120,01/01/2019,1679.237814,0,167.6032529,128.7007594,1619.325328,2319.240489,Oñate De Leon,0.5055
osmpa000d3f,ph063022007,01/01/2019,449.318491,796.0776927,77.81731563,404.8717068,20.69712954,1466.549341,Arsenal Aduana,0.0773
osmpa000d40,ph063022192,01/01/2019,20.44002938,644.9803992,301.7644244,1027.111984,1521.006901,76.53352901,West Timawa,0.1052
osmpa000d42,ph063022031,01/01/2019,2851.19418,630.9254337,0,2576.452849,940.2987091,2983.411431,Calaparan,0.3253
